rep_id,product_name,territory_id,date,total_sales,total_quantity,average_price,unique_customers,latitude,longitude,country,city,product_class,channel,subchannel,sales_manager,manager_id,sales_team,distributor,rep_tenure_months,rep_capacity,transaction_count,customer_concentration,channel_mix,subchannel_mix,assigned_customer_portfolio,territory_customer_count,territory_lat_spread,territory_lon_spread,territory_customer_density,sales_target,quantity_target,target_attainment_pct,unique_customers_contacted,total_calls,priority_customer_calls,digital_engagements,working_days,travel_distance_km,customer_coverage_pct,call_plan_adherence_pct,territory_sales_potential,territory_market_potential,opportunity_index_raw,workload_index_raw,target_incentive,calculated_incentive,actual_incentive_paid,payout_adjustment,manual_override_amount,incentive_attainment_pct
REP_00001,Cardiovex,TERR_INDIA_MUMBAI,2024-01-01,3576.8999999999996,46,79.43666666666667,2,19.088902295179334,72.85326190432816,India,Mumbai,Cardiovascular,Clinic,Primary Care,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,96,3,0.5821297879831163,0.6019096720239925,0.34714965186516067,12,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,3204.231654647136,40.33693493324413,111.63050570368026,6,7,3,1,23,4.031466119792653,50.0,64.0354135195014,32506.4055,32506.4055,1.2647717828600775,0.09635416666666667,737.2370089548988,865.8535975191105,883.2086034269356,17.355005907825102,0.0,119.7998191489281
REP_00001,Dermasol,TERR_INDIA_MUMBAI,2024-01-01,794.05,21,36.905,2,19.070524201120595,72.8846238629821,India,Mumbai,Dermatology,Hospital,Independent Pharmacy,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,96,2,0.5325983808936372,0.5325983808936372,0.5325983808936372,12,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,1351.339439123012,36.61670340395643,58.760217974198994,4,2,0,0,23,1.1803166897625492,33.33333333333333,62.118037075099636,32506.4055,32506.4055,1.2647717828600775,0.06770833333333334,705.6192561891951,118.46383228705506,117.23879252181588,-1.225039765239174,0.0,16.615021698101316
REP_00001,Glycoban,TERR_INDIA_MUMBAI,2024-01-01,1927.5299999999997,32,60.504999999999995,2,19.096173534839718,72.89311569750177,India,Mumbai,Diabetes,Clinic,Independent Pharmacy,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,96,2,0.5124951399989741,0.5124951399989741,0.5124951399989741,12,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,1941.4344523888765,32.087173826772606,99.28380521053556,4,2,1,0,23,2.3975383174150164,33.33333333333333,66.1926619820881,32506.4055,32506.4055,1.2647717828600775,0.06770833333333334,715.6886374955639,705.4371880344993,710.3575894773935,4.920401442894217,0.0,99.2551162979441
REP_00001,Immunara,TERR_INDIA_MUMBAI,2024-01-01,3110.63,17,179.73,1,19.077772829079095,72.86580330070429,India,Mumbai,Immunology,Retail,Pharmacy Chain,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,96,1,1.0,1.0,1.0,12,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,2447.2782075416435,13.616414663893861,127.10569605099009,5,5,2,1,23,1.93688703960491,41.66666666666667,66.74640696945183,32506.4055,32506.4055,1.2647717828600775,0.08489583333333334,724.3203553334907,1003.3780653960771,1019.0279739688995,15.649908572822369,0.0,140.68746880649513
REP_00001,Oncora,TERR_INDIA_MUMBAI,2024-01-01,2334.29,10,238.51,1,19.021873662235787,72.90075098941722,India,Mumbai,Oncology,Clinic,Specialist Clinic,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,96,1,1.0,1.0,1.0,12,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,2811.8926191615683,11.789411845044519,83.01490548013967,4,2,1,0,23,2.4670735627443174,33.33333333333333,69.61793146227068,32506.4055,32506.4055,1.2647717828600775,0.06770833333333334,730.542135653373,533.4046498399041,540.321582019735,6.916932179830951,0.0,73.96172727757711
REP_00001,Renapro,TERR_INDIA_MUMBAI,2024-01-01,1140.39,10,111.43,1,19.090039099148278,72.91803296121923,India,Mumbai,Renal,Hospital,Public Hospital,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,96,1,1.0,1.0,1.0,12,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,1900.7072441231319,17.05741042917645,59.99819296348845,4,2,1,1,23,1.5978134010971723,33.33333333333333,58.45833951576006,32506.4055,32506.4055,1.2647717828600775,0.06770833333333334,714.9936684137172,122.56665167188196,121.13129561421307,-1.4353560576688835,0.0,16.941589970013947
REP_00001,Cardiovex,TERR_INDIA_MUMBAI,2024-02-01,3576.5,43,82.4425,3,19.072097237395795,72.87852161810144,India,Mumbai,Cardiovascular,Retail,Independent Pharmacy,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,96,4,0.3549920645645577,0.5936253463585135,0.5936253463585135,12,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,3332.5418173031917,40.42261961128292,107.32048376497876,4,3,1,1,18,3.4541514274868894,33.33333333333333,69.8598853162722,42430.0665,42430.0665,1.650885418693145,0.0734375,739.4264935704616,820.6208881941277,819.9772787655982,-0.643609428529544,0.0,110.89368394229177
REP_00001,Dermasol,TERR_INDIA_MUMBAI,2024-02-01,416.85,12,35.53,1,19.056607564770722,72.91184945275987,India,Mumbai,Dermatology,Retail,Pharmacy Chain,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,96,1,1.0,1.0,1.0,12,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,491.4002989919691,13.830574134308165,84.82900821491208,3,1,0,0,18,1.0046021497419102,25.0,57.47169204118914,42430.0665,42430.0665,1.650885418693145,0.06197916666666667,690.9452547019989,517.027481401504,517.0273665528068,-0.0001148486971942475,0.0,74.82899159294438
REP_00001,Glycoban,TERR_INDIA_MUMBAI,2024-02-01,611.51,10,61.0,1,19.043584083154823,72.88617009298687,India,Mumbai,Diabetes,Clinic,Primary Care,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,96,1,1.0,1.0,1.0,12,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,2140.448689990587,35.08932278673093,28.56924358241399,3,1,0,0,18,1.2179936549531036,25.0,71.80580204838931,42430.0665,42430.0665,1.650885418693145,0.06197916666666667,719.0846164459994,58.69629589603569,57.24572731062478,-1.4505685854109132,0.0,7.960916699004883
REP_00001,Immunara,TERR_INDIA_MUMBAI,2024-02-01,3079.0,20,149.64,2,19.06798349333922,72.8630517642815,India,Mumbai,Immunology,Clinic,Independent Pharmacy,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,96,2,0.5889217041845245,0.5889217041845245,0.5889217041845245,12,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,4113.535151428128,27.489542578375627,74.85046041070147,4,4,1,1,18,6.168069255497065,33.33333333333333,76.92230575963447,42430.0665,42430.0665,1.650885418693145,0.07916666666666666,752.7533638239696,488.164022196887,487.21945067441493,-0.9445715224720743,0.0,64.72497820525855
