rep_id,product_name,territory_id,date,anomaly_type,anomaly_severity,before_total_sales,after_total_sales,before_total_quantity,after_total_quantity,before_average_price,after_average_price,before_total_calls,after_total_calls,before_customer_coverage_pct,after_customer_coverage_pct,before_actual_incentive_paid,after_actual_incentive_paid,before_manual_override_amount,after_manual_override_amount,before_payout_adjustment,after_payout_adjustment,before_target_attainment_pct,after_target_attainment_pct
REP_00026,Respira,TERR_UNITED_STATES_NEW_YORK,2024-11-01,abnormally_high_calls,0.9233329575188235,1050.27,1050.27,23.0,23.0,45.53,45.66391304347826,2,10,27.27272727272727,27.27272727272727,485.57970103815364,485.57970103815364,0.0,0.0,11.068430063953826,11.068430063953826,72.3493423894533,72.3493423894533
REP_00006,Renapro,TERR_UNITED_STATES_HOUSTON,2024-12-01,abnormally_high_calls,0.9184135171933842,1058.04,1058.04,8.0,8.0,129.24,132.255,3,15,26.666666666666668,26.666666666666668,1329.6805715125552,1329.6805715125552,0.0,0.0,-60.19197721951514,-60.19197721951514,260.8445282570219,260.8445282570219
REP_00024,Glycoban,TERR_INDIA_BENGALURU,2024-03-01,abnormally_high_calls,0.8853012431666856,3362.14,3362.14,51.0,51.0,65.8625,65.9243137254902,4,20,33.33333333333333,33.33333333333333,741.2174645519297,741.2174645519297,0.0,0.0,3.6565843991674,3.6565843991674,97.86224616435602,97.86224616435602
REP_00007,Dermasol,TERR_UNITED_KINGDOM_MANCHESTER,2025-03-01,abnormally_high_calls,0.8286685105079022,765.89,765.89,21.0,21.0,36.086666666666666,36.47095238095238,3,14,19.047619047619047,19.047619047619047,1058.2790402905134,1058.2790402905134,0.0,0.0,0.031906317442008,0.031906317442008,130.00446336872577,130.00446336872577
REP_00015,Respira,TERR_INDIA_DELHI,2025-01-01,abnormally_high_calls,0.7693888421979884,1844.72,1844.72,39.0,39.0,46.596666666666664,47.30051282051282,3,14,35.714285714285715,35.714285714285715,621.4319747719906,621.4319747719906,0.0,0.0,1.524507792023769,1.524507792023769,90.15104738371672,90.15104738371672
REP_00030,Immunara,TERR_BRAZIL_BRASILIA,2024-08-01,abnormally_high_calls,0.7582510007491834,916.99,916.99,6.0,6.0,155.1,152.83166666666668,3,14,30.76923076923077,30.76923076923077,779.6884213562817,779.6884213562817,0.0,0.0,7.618663686483956,7.618663686483956,101.87715275367879,101.87715275367879
REP_00031,Dermasol,TERR_UNITED_KINGDOM_LONDON,2025-02-01,abnormally_high_calls,0.7471188623448038,620.12,620.12,16.0,16.0,38.795,38.7575,3,14,40.0,40.0,140.1566054605774,140.1566054605774,0.0,0.0,-0.8654773736950006,-0.8654773736950006,65.6579366448738,65.6579366448738
REP_00014,Renapro,TERR_INDIA_DELHI,2024-12-01,abnormally_high_calls,0.7397705227602714,3364.17,3364.17,28.0,28.0,120.5175,120.14892857142857,4,18,40.0,40.0,908.0726263128215,908.0726263128215,0.0,0.0,1.641261536762272,1.641261536762272,119.59793757140793,119.59793757140793
REP_00003,Renapro,TERR_INDIA_MUMBAI,2024-07-01,abnormally_high_calls,0.6726219440398891,1328.32,1328.32,11.0,11.0,122.37,120.75636363636363,3,13,27.77777777777778,27.77777777777778,833.7988345333778,833.7988345333778,0.0,0.0,7.796239802424111,7.796239802424111,111.68061477193969,111.68061477193969
REP_00006,Renapro,TERR_UNITED_STATES_HOUSTON,2025-01-01,abnormally_high_calls,0.6457684619211205,959.53,959.53,8.0,8.0,118.36,119.94125,2,8,33.33333333333333,33.33333333333333,539.9308656240634,539.9308656240634,0.0,0.0,-5.101964093866172,-5.101964093866172,87.10107616061632,87.10107616061632
REP_00023,Dermasol,TERR_INDIA_BENGALURU,2024-09-01,abnormally_high_calls,0.612981522171851,1187.0800000000002,1187.0800000000002,33.0,33.0,37.156666666666666,35.972121212121216,2,8,10.0,10.0,1170.3380730397475,1170.3380730397475,0.0,0.0,-18.985875112040276,-18.985875112040276,153.89838504103054,153.89838504103054
REP_00023,Oncora,TERR_INDIA_BENGALURU,2025-02-01,abnormally_high_calls,0.5217726981195792,229.08,229.08,1.0,1.0,224.54,229.08,1,4,20.0,20.0,504.60574569340724,504.60574569340724,0.0,0.0,0.10541946286781467,0.10541946286781467,83.29225563311091,83.29225563311091
REP_00004,Dermasol,TERR_UNITED_STATES_HOUSTON,2024-02-01,abnormally_high_calls,0.5122524368838469,871.73,871.73,22.0,22.0,39.65,39.62409090909091,2,8,21.052631578947366,21.052631578947366,774.7849814877407,774.7849814877407,0.0,0.0,-9.103670449110268,-9.103670449110268,103.75340986919153,103.75340986919153
REP_00024,Oncora,TERR_INDIA_BENGALURU,2024-11-01,abnormally_high_calls,0.48993273201223225,1089.92,1089.92,6.0,6.0,182.54,181.65333333333334,2,7,27.77777777777778,27.77777777777778,756.5748611700253,756.5748611700253,0.0,0.0,2.037703370432041,2.037703370432041,102.3881083102789,102.3881083102789
REP_00018,Glycoban,TERR_UNITED_KINGDOM_BIRMINGHAM,2024-05-01,abnormally_high_calls,0.48909422343484965,1672.63,1672.63,25.0,25.0,65.74000000000001,66.90520000000001,3,11,26.666666666666668,26.666666666666668,659.7751271732038,659.7751271732038,0.0,0.0,-8.291251464666175,-8.291251464666175,93.53748725659862,93.53748725659862
REP_00034,Immunara,TERR_UNITED_STATES_CHICAGO,2025-03-01,abnormally_high_calls,0.4886508168566898,2677.3900000000003,2677.3900000000003,17.0,17.0,157.92000000000002,157.4935294117647,5,19,38.46153846153847,38.46153846153847,1223.5520247553281,1223.5520247553281,0.0,0.0,22.263172880692537,22.263172880692537,142.8414278783691,142.8414278783691
REP_00020,Respira,TERR_BRAZIL_RIO_DE_JANEIRO,2024-08-01,abnormally_high_calls,0.4709343182347732,773.1,773.1,15.0,15.0,50.685,51.54,3,11,20.0,20.0,1209.647640756081,1209.647640756081,0.0,0.0,-59.69970273913418,-59.69970273913418,168.09660087304516,168.09660087304516
REP_00024,Immunara,TERR_INDIA_BENGALURU,2025-06-01,abnormally_high_calls,0.39955978564441486,4496.87,4496.87,28.0,28.0,157.12,160.6025,5,18,38.88888888888889,38.88888888888889,933.0069727039051,933.0069727039051,0.0,0.0,-24.11842028715705,-24.11842028715705,115.26881851127979,115.26881851127979
REP_00023,Immunara,TERR_INDIA_BENGALURU,2024-01-01,abnormally_high_calls,0.3841087780661046,3568.23,3568.23,22.0,22.0,160.82333333333335,162.19227272727272,3,10,40.0,40.0,682.6849968095057,682.6849968095057,0.0,0.0,-7.624906112757344,-7.624906112757344,96.2035501473663,96.2035501473663
REP_00003,Dermasol,TERR_INDIA_MUMBAI,2024-09-01,abnormally_high_calls,0.37008117309497235,288.08,288.08,8.0,8.0,37.08,36.01,2,7,33.33333333333333,33.33333333333333,52.64428398571104,52.64428398571104,0.0,0.0,-0.9092856335780795,-0.9092856335780795,26.740754885652823,26.740754885652823
REP_00028,Dermasol,TERR_BRAZIL_BRASILIA,2024-11-01,abnormally_high_calls,0.36982402500755857,841.59,841.59,22.0,22.0,37.325,38.25409090909091,1,3,14.285714285714285,14.285714285714285,1205.1620483724728,1205.1620483724728,0.0,0.0,-38.68218172367688,-38.68218172367688,150.86603455200526,150.86603455200526
REP_00013,Glycoban,TERR_INDIA_DELHI,2024-01-01,duplicate_suspicious_activity_pattern,0.9185088962109221,594.61,219.87425102688283,10.0,10.0,60.48,21.987425102688285,2,3,31.25,31.25,44.03385889662785,85.73527874562953,0.0,0.0,0.0337885092733714,41.73520835827505,21.075630174012634,7.793324026556231
REP_00034,Dermasol,TERR_UNITED_STATES_CHICAGO,2024-06-01,duplicate_suspicious_activity_pattern,0.905842779771484,1061.68,394.2005805086653,30.0,30.0,36.13,13.140019350288844,2,4,23.076923076923077,23.076923076923077,583.6241523406158,1131.529226583531,0.0,0.0,-15.462876403979294,532.442197838936,89.82059080874986,33.35028354913013
REP_00015,Respira,TERR_INDIA_DELHI,2025-05-01,duplicate_suspicious_activity_pattern,0.8088717587004064,642.3,245.95940032640746,13.0,13.0,47.67,18.919953871262113,2,3,35.714285714285715,35.714285714285715,871.3529158455048,1634.4547339590738,0.0,0.0,-20.82269877227077,742.2791193412983,113.18953451065492,43.344278423580704
REP_00014,Cardiovex,TERR_INDIA_DELHI,2024-03-01,duplicate_suspicious_activity_pattern,0.798512166011637,2374.62,912.2780448414535,31.0,31.0,76.14,29.42832402714366,5,1,46.666666666666664,46.666666666666664,543.558625199834,1015.9289578754834,0.0,0.0,-1.6110917839916965,470.7592408916578,88.03593031250271,33.82151518191897
REP_00024,Immunara,TERR_INDIA_BENGALURU,2025-01-01,duplicate_suspicious_activity_pattern,0.733115459305264,693.43,271.84268964647407,5.0,5.0,142.86,54.36853792929482,2,1,27.77777777777778,27.77777777777778,512.9672659603403,936.9475603619618,0.0,0.0,3.994514518242795,427.97480891986424,80.21330152204817,31.445711364055768
REP_00036,Respira,TERR_UNITED_STATES_CHICAGO,2024-08-01,duplicate_suspicious_activity_pattern,0.7203753645916477,2454.65,966.0396733566134,51.0,51.0,48.20166666666666,18.94195437954144,5,3,31.57894736842105,31.57894736842105,1506.731422788853,2739.6053494865396,0.0,0.0,49.48392271807393,1282.3578494157605,176.04555042577462,69.28359889564726
REP_00031,Oncora,TERR_UNITED_KINGDOM_LONDON,2024-09-01,duplicate_suspicious_activity_pattern,0.7172189692469058,2200.48,866.8432803061881,11.0,11.0,197.87,78.80393457328984,5,2,33.33333333333333,33.33333333333333,580.2171121706282,1053.7858688651304,0.0,0.0,-26.444291333161345,447.12446536134087,87.73224451535212,34.56068976964681
REP_00006,Immunara,TERR_UNITED_STATES_HOUSTON,2024-05-01,duplicate_suspicious_activity_pattern,0.6403631787291117,1320.14,532.222914387906,8.0,8.0,158.61,66.52786429848825,2,5,26.666666666666668,26.666666666666668,556.0670855747276,982.1457417543048,0.0,0.0,-13.102539381771635,412.9761167978056,89.80012497792302,36.203496771666934
REP_00017,Immunara,TERR_UNITED_KINGDOM_BIRMINGHAM,2024-08-01,duplicate_suspicious_activity_pattern,0.6331647779504332,331.34,133.8680618968684,2.0,2.0,159.9,66.9340309484342,2,2,18.75,18.75,625.4882251262406,1101.8332274826582,0.0,0.0,4.079963740638618,480.4249660970562,91.92939332581909,37.14133432692193
REP_00013,Immunara,TERR_INDIA_DELHI,2025-06-01,duplicate_suspicious_activity_pattern,0.6137171663722437,1239.98,503.87075856500945,8.0,8.0,147.68,62.98384482062618,3,7,37.5,37.5,451.73677093455774,790.0497379143206,0.0,0.0,3.173137303621729,341.48610428338463,73.04228677098146,29.681021018578836
REP_00012,Dermasol,TERR_BRAZIL_SAO_PAULO,2024-07-01,duplicate_suspicious_activity_pattern,0.6067467271347248,1573.8899999999999,640.8728872355913,42.0,42.0,38.571999999999996,15.258878267514078,2,2,26.666666666666668,26.666666666666668,1453.4326117692674,2535.346588084732,0.0,0.0,-27.43393536877602,1054.4800409466886,228.8901466272284,93.20186870033466
REP_00013,Glycoban,TERR_INDIA_DELHI,2025-06-01,duplicate_suspicious_activity_pattern,0.5885227162508962,3146.46,1288.0892177070245,52.0,52.0,62.545,24.770946494365855,4,6,37.5,37.5,873.7205724335997,1513.7556357317512,0.0,0.0,-2.4101139460580043,637.6249493520935,113.35335631245506,46.40428801159902
