rep_id,period,manager_id,team_id,territory_id,observation_id,population,anomaly_score,primary_reason_code,primary_reason,secondary_reason,recommended_review_action,driver_rank,feature,name,value,peer_value,percentile,contribution
REP_0dfc420450a6,2017-01-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_8ef84997ed6c0c60,injected,0.9297872340425531,PCA_RECONSTRUCTION_INCENTIVE_PEER_MEDIAN,Incentive peer median was the largest PCA reconstruction deviation (observed 0).,Rep historical mean was the next-largest reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",1,incentive_peer_median,Incentive peer median,0.0,,0.15384615384615385,10704.03565091797
REP_0dfc420450a6,2017-01-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_8ef84997ed6c0c60,injected,0.9297872340425531,PCA_RECONSTRUCTION_INCENTIVE_PEER_MEDIAN,Incentive peer median was the largest PCA reconstruction deviation (observed 0).,Rep historical mean was the next-largest reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",2,rep_historical_mean,Rep historical mean,0.0,,0.5384615384615384,3413.2355873402216
REP_0dfc420450a6,2017-01-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_8ef84997ed6c0c60,injected,0.9297872340425531,PCA_RECONSTRUCTION_INCENTIVE_PEER_MEDIAN,Incentive peer median was the largest PCA reconstruction deviation (observed 0).,Rep historical mean was the next-largest reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",3,rolling_sales_mean,Rolling sales mean,0.0,,0.5384615384615384,2192.797999337374
REP_0dfc420450a6,2017-02-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_59ac72916515a02c,injected,0.874468085106383,PCA_RECONSTRUCTION_ROLLING_SALES_STD,Rolling sales std was the largest PCA reconstruction deviation (observed 0).,Rep historical std was the next-largest reconstruction deviation (observed 0).,"Validate the underlying orders, discounts, returns, period timing, and customer context before action.",1,rolling_sales_std,Rolling sales std,0.0,,0.5384615384615384,293.0650422518613
REP_0dfc420450a6,2017-02-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_59ac72916515a02c,injected,0.874468085106383,PCA_RECONSTRUCTION_ROLLING_SALES_STD,Rolling sales std was the largest PCA reconstruction deviation (observed 0).,Rep historical std was the next-largest reconstruction deviation (observed 0).,"Validate the underlying orders, discounts, returns, period timing, and customer context before action.",2,rep_historical_std,Rep historical std,0.0,,0.5384615384615384,293.0650422518613
REP_0dfc420450a6,2017-02-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_59ac72916515a02c,injected,0.874468085106383,PCA_RECONSTRUCTION_ROLLING_SALES_STD,Rolling sales std was the largest PCA reconstruction deviation (observed 0).,Rep historical std was the next-largest reconstruction deviation (observed 0).,"Validate the underlying orders, discounts, returns, period timing, and customer context before action.",3,calculated_incentive,Calculated incentive,25000.0,,0.5384615384615384,46.78618185674484
REP_0dfc420450a6,2017-03-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_f0e119c32f7152ef,injected,0.3127659574468085,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",1,calculated_incentive,Calculated incentive,25000.0,,0.5769230769230769,46.786157282477774
REP_0dfc420450a6,2017-03-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_f0e119c32f7152ef,injected,0.3127659574468085,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",2,final_incentive_paid,Final incentive paid,25000.0,25000.0,0.6666666666666666,46.786157282477774
REP_0dfc420450a6,2017-03-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_f0e119c32f7152ef,injected,0.3127659574468085,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",3,expected_incentive,Expected incentive,25000.0,,0.5769230769230769,46.786157282477774
REP_0dfc420450a6,2017-04-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_f47cf03776f59e89,injected,0.3425531914893617,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",1,calculated_incentive,Calculated incentive,25000.0,,0.6923076923076923,46.78615852226355
REP_0dfc420450a6,2017-04-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_f47cf03776f59e89,injected,0.3425531914893617,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",2,final_incentive_paid,Final incentive paid,25000.0,25000.0,0.6666666666666666,46.78615852226355
REP_0dfc420450a6,2017-04-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_f47cf03776f59e89,injected,0.3425531914893617,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",3,expected_incentive,Expected incentive,25000.0,,0.6923076923076923,46.78615852226355
REP_0dfc420450a6,2017-05-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_edbf0874ceb5518d,injected,0.4574468085106383,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",1,calculated_incentive,Calculated incentive,25000.0,,0.6153846153846154,46.7861595522599
REP_0dfc420450a6,2017-05-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_edbf0874ceb5518d,injected,0.4574468085106383,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",2,final_incentive_paid,Final incentive paid,25000.0,25000.0,0.6666666666666666,46.7861595522599
REP_0dfc420450a6,2017-05-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_edbf0874ceb5518d,injected,0.4574468085106383,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",3,expected_incentive,Expected incentive,25000.0,,0.6153846153846154,46.7861595522599
REP_0dfc420450a6,2017-06-01,MGR_eb86f856200b,TEAM_f144a6907dc4,TERR_07a5ea4d7ed4,RPER_142e61e4b1139796,injected,0.6914893617021277,PCA_RECONSTRUCTION_CALCULATED_INCENTIVE,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,Final incentive paid was the next-largest reconstruction deviation (observed 2.5e+04).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",1,calculated_incentive,Calculated incentive,25000.0,,0.5769230769230769,46.78616355737805
