observation_id,metric,observed,expected,robust_z,peer_percentile,cohort
obs_e23e597521391cf3,total_sales,1790892.0,1782918.0,0.00970019463203316,0.6153846153846154,product_class|peer_country|date
obs_615f1e87ef3d13b8,total_sales,2463255.0,2089221.0,0.34837321569579205,0.6153846153846154,product_class|peer_country|date
obs_e34700c8cd07293a,total_sales,3778609.0,2562296.0,0.6961824816649957,0.6923076923076923,product_class|peer_country|date
obs_99444d4e9650045b,total_sales,1415197.0,2453030.0,-0.8482106836612111,0.23076923076923078,product_class|peer_country|date
obs_b860fa3f27bce88a,total_sales,3403401.0,2534354.0,0.6744907594765953,0.7692307692307693,product_class|peer_country|date
obs_614d2c48e59c5a11,total_sales,17745535.0,4418767.0,10.906359875765169,1.0,product_class|peer_country|date
obs_2b54b4193131acb6,total_sales,8006334.0,3725318.0,1.797527934413522,0.9230769230769231,product_class|peer_country|date
obs_1f48c1ee3e71a112,total_sales,2411744.0,2748341.0,-0.3515547027724728,0.46153846153846156,product_class|peer_country|date
obs_fac9a84a13517c49,total_sales,12146331.0,2403504.0,9.669238847773295,1.0,product_class|peer_country|date
obs_0d38ba308d8034c2,total_sales,4786318.0,2885567.0,0.9880527748763991,0.8461538461538461,product_class|peer_country|date
obs_61ac42657d7331dd,total_sales,3367495.0,2602248.0,1.0919276794426591,0.7692307692307693,product_class|peer_country|date
obs_43a512da6ca25bcc,total_sales,2189547.0,3127820.0,-1.0620678071236498,0.07692307692307693,product_class|peer_country|date
obs_1753f2f158ae70ac,total_sales,5203127.0,2614554.0,3.277374015419719,0.8461538461538461,product_class|peer_country|date
obs_f515e3cb78631885,total_sales,6554225.0,3553002.0,2.129256763530077,0.9230769230769231,product_class|peer_country|date
obs_1fc0b0ecd7830d62,total_sales,6503936.0,4332912.0,1.1456026269296637,0.9230769230769231,product_class|peer_country|date
obs_d814e046eaa60d15,total_sales,2500109.0,2442437.0,0.1178914621877154,0.6153846153846154,product_class|peer_country|date
obs_76bde88d2475a77f,total_sales,1807500.0,2771676.0,-0.7825648238842409,0.15384615384615385,product_class|peer_country|date
obs_03a31da4d41327a0,total_sales,20918171.0,5275672.0,6.012992322487443,1.0,product_class|peer_country|date
obs_33d19603a3759bab,total_sales,3633667.0,3522090.0,0.17090573201555156,0.6923076923076923,product_class|peer_country|date
obs_791d08d7ef65ea42,total_sales,6957876.0,6095311.0,0.1810660264892569,0.8888888888888888,product_class|peer_country|date
obs_5a95dfdf8550b3c1,total_sales,2547776.0,3173911.0,-0.45207780689585997,0.25,product_class|peer_country|date
obs_0011949b2bb7fbcd,total_sales,9556076.0,5413417.0,2.5327474274580504,0.9230769230769231,product_class|peer_country|date
obs_063693637ef59cce,total_sales,4607345.0,4544726.0,0.021772493122068068,0.6153846153846154,product_class|peer_country|date
obs_1b443ebac94ac4d4,total_sales,1883562.0,2730104.0,-0.6293250793387786,0.38461538461538464,product_class|peer_country|date
obs_b5b4c5d2b06e9f98,total_sales,1964586.0,941037.0,1.990262636710264,0.9230769230769231,product_class|peer_country|date
obs_b06ed11f42fcfbdf,total_sales,1661147.0,3111602.0,-0.6744907594765951,0.3076923076923077,product_class|peer_country|date
obs_2df2349d5d6d4af1,total_sales,2487367.0,2980859.0,-0.6162866324055848,0.15384615384615385,product_class|peer_country|date
obs_62f13cc5df51a157,total_sales,15905135.0,2281801.0,12.349658621905563,0.9230769230769231,product_class|peer_country|date
obs_43336d845ea431bc,total_sales,1609952.0,1653609.0,-0.08117704667095728,0.46153846153846156,product_class|peer_country|date
obs_baf5625da2096882,total_sales,1674851.0,2680908.0,-0.7827319412304583,0.23076923076923078,product_class|peer_country|date
obs_c6bc5c9e95ff4666,total_sales,2034302.0,2034302.0,0.0,0.5384615384615384,product_class|peer_country|date
obs_de9e824837a99403,total_sales,1377379.0,2114233.0,-0.6744907594765952,0.23076923076923078,product_class|peer_country|date
obs_e3f6a3859fd7ad45,total_sales,1558997.0,1752624.0,-0.28917329033032435,0.3076923076923077,product_class|peer_country|date
obs_b5111b97e6ed38c7,total_sales,1446748.0,2507135.0,-1.2034582124819888,0.23076923076923078,product_class|peer_country|date
obs_05c6a0c0b9d9e885,total_sales,1510609.0,1858850.0,-0.363992884836695,0.3076923076923077,product_class|peer_country|date
obs_de55c5814290b874,total_sales,2118427.0,2118427.0,0.0,0.5384615384615384,product_class|peer_country|date
obs_70f1c06cda49ce50,total_sales,2462912.0,2792577.0,-0.2940372885333863,0.46153846153846156,product_class|peer_country|date
obs_309b62ebed7b301b,total_sales,2756439.0,1737530.0,3.428885710816543,0.8461538461538461,product_class|peer_country|date
obs_a202012c4ef24643,total_sales,1576703.0,2178533.0,-1.0709984823341292,0.15384615384615385,product_class|peer_country|date
obs_2efdc8c5fbd6df78,total_sales,3896001.0,1808404.0,2.3180426711100277,0.8461538461538461,product_class|peer_country|date
obs_0cadaa8e09752462,total_sales,8494579.0,1994785.0,9.09625860856544,1.0,product_class|peer_country|date
obs_4d5cbeb7f46f0e31,total_sales,1329742.0,2865372.0,-0.6866945991418666,0.09090909090909091,product_class|peer_country|date
obs_9803f0acde4e76f3,total_sales,3459842.0,3000691.0,0.4971842828867161,0.6153846153846154,product_class|peer_country|date
