rep_id,product_name,territory_id,date,total_sales,total_quantity,average_price,unique_customers,latitude,longitude,country,city,product_class,channel,subchannel,sales_manager,manager_id,sales_team,distributor,rep_tenure_months,rep_capacity,transaction_count,customer_concentration,channel_mix,subchannel_mix,assigned_customer_portfolio,territory_customer_count,territory_lat_spread,territory_lon_spread,territory_customer_density,sales_target,quantity_target,target_attainment_pct,unique_customers_contacted,total_calls,priority_customer_calls,digital_engagements,working_days,travel_distance_km,customer_coverage_pct,call_plan_adherence_pct,territory_sales_potential,territory_market_potential,opportunity_index_raw,workload_index_raw,target_incentive,calculated_incentive,actual_incentive_paid,payout_adjustment,manual_override_amount,incentive_attainment_pct,injected_anomaly_flag,anomaly_type,anomaly_severity,sales_growth,quantity_growth,rolling_sales_growth,unique_products,product_concentration,dominant_product_share,product_sales_share,sales_per_customer,sales_per_product,sales_per_call,calls_per_working_day,calls_per_customer,activity_efficiency,travel_per_customer,workload_index,incentive_to_sales_ratio,incentive_per_customer,incentive_per_call,incentive_variance,incentive_variance_pct,incentive_to_target_ratio,sales_peer_median,sales_vs_peer_median,sales_zscore_within_peer,incentive_peer_median,incentive_vs_peer_median,incentive_zscore_within_peer,activity_peer_median,activity_vs_peer_median,activity_zscore_within_peer,opportunity_index,market_potential_adjusted_sales,kmeans_cluster,dbscan_cluster,dbscan_is_noise,kmeans_centroid_distance,kmeans_squared_centroid_distance,dbscan_neighbor_distance,kmeans_anomaly_score,dbscan_anomaly_score,kmeans_anomaly_flag,dbscan_anomaly_flag,kmeans_top_drivers,dbscan_top_drivers,pca_1,pca_2,anomaly_score,anomaly_flag,top_anomaly_drivers,model
REP_00003,Oncora,TERR_INDIA_MUMBAI,2025-06-01,2225.75,11.0,202.3409090909091,2,19.081585427085514,72.87908920336425,India,Mumbai,Oncology,Hospital,Private Hospital,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,115,2,0.7037747559507566,1.0,1.0,18,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,3859.938031785365,18.90736238934786,57.662842814357504,2,3,1,1,20,1.3242271795320049,8.992994978678539,61.89822126809523,35387.160500000005,35387.160500000005,1.3768573112748723,0.08478260869565218,748.4259825743856,123.30391368962249,266.3184782209094,143.0145645312869,0.0,35.58380981173916,True,low_coverage_high_incentive,0.6510507531982188,-0.3550121129927786,-0.3125,-0.5248827727534706,7,0.15491343775312394,0.20696010402704845,0.10116139600226706,1112.875,3143.1385714285716,741.9166666666666,0.15,1.5,556.4375,0.6621135897660024,0.08478260869565218,0.11965336548170702,133.1592391104547,88.77282607363647,143.0145645312869,1.1598542191554404,0.3558380981173916,3971.2299999999996,-0.43953132908443976,-1.1526129882113578,808.009385689828,-0.6704017515916064,-1.1491845118689579,7.0,-0.5714285714285714,-1.1547005383792515,0.6006906134175145,0.06289710642367023,1,-1,True,43.176565103876015,1864.215774169244,27.607311527704383,1.0,0.9998798365777457,True,True,Incentive variance below cluster center (96% of centroid distance; cluster-median difference -726.61) | Incentive variance percentage above cluster center (1% of centroid distance; cluster-median difference 0.02) | Incentive-to-sales ratio below cluster center (1% of centroid distance; cluster-median difference -1.67) | Incentive per customer below cluster center (0% of centroid distance; cluster-median difference -722.80) | Incentive per call below cluster center (0% of centroid distance; cluster-median difference -484.06),Low local density: 16-neighbor distance 27.61 (100% percentile) | Incentive variance percentage 45.1 robust units above population median | Incentive variance 9.8 robust units above population median | Calls Per Customer 1.7 robust units above population median | Average selling price 1.6 robust units above population median,33.30749346238493,-3.3000015693537175,1.0,True,Incentive variance below cluster center (96% of centroid distance; cluster-median difference -726.61) | Incentive variance percentage above cluster center (1% of centroid distance; cluster-median difference 0.02) | Incentive-to-sales ratio below cluster center (1% of centroid distance; cluster-median difference -1.67) | Incentive per customer below cluster center (0% of centroid distance; cluster-median difference -722.80) | Incentive per call below cluster center (0% of centroid distance; cluster-median difference -484.06),K-Means
REP_00030,Immunara,TERR_BRAZIL_BRASILIA,2025-06-01,1274.73,8.0,159.34125,1,-15.801726220427923,-47.88939182062277,Brazil,Brasilia,Immunology,Hospital,Private Hospital,MGR_04,MANAGER_MGR_04,Team_Delta,DIST_06,83,86,1,1.0,1.0,1.0,13,45,0.026175397623268263,0.026075216128733127,3.582367575319782,1966.7799466626311,12.550443153995475,64.8130464296756,1,5,2,2,21,4.992888988192515,6.183243772332039,61.424325216054996,17926.7885,17926.7885,0.6975024123199514,0.1,770.5100798207259,142.68315879415363,312.6013323876526,169.91817359349895,0.0,40.5706999265195,True,low_coverage_high_incentive,0.6602971826613915,-0.4197385311495706,-0.4285714285714286,0.12799978762565492,4,0.2982211268355599,0.381985352043954,0.32394498630248386,1274.73,983.755,254.946,0.23809523809523808,5.0,182.1042857142857,4.992888988192515,0.1,0.24522944653977907,312.6013323876526,62.52026647753051,169.91817359349895,1.1908775711829929,0.405706999265195,1238.33,0.029394426364539414,-0.403699739296736,764.6271741093851,-0.5911715631192924,-0.7004005407427462,4.0,0.25,0.3311415580349294,0.17985367044787592,0.07110754946431147,1,-1,True,41.822453842257126,1749.1176453877279,27.68681913525387,0.9997596731554914,0.9999399182888729,True,True,Incentive variance below cluster center (93% of centroid distance; cluster-median difference -699.71) | Incentive variance percentage above cluster center (2% of centroid distance; cluster-median difference 0.06) | Travel per customer above cluster center (2% of centroid distance; cluster-median difference 4.49) | Incentive-to-sales ratio below cluster center (1% of centroid distance; cluster-median difference -1.54) | Incentive per call below cluster center (0% of centroid distance; cluster-median difference -510.31),Low local density: 16-neighbor distance 27.69 (100% percentile) | Incentive variance percentage 46.0 robust units above population median | Incentive variance 11.7 robust units above population median | Travel per customer 6.4 robust units above population median | Calls Per Customer 2.7 robust units above population median,35.37788116903487,-2.377494911876995,0.9997596731554914,True,Incentive variance below cluster center (93% of centroid distance; cluster-median difference -699.71) | Incentive variance percentage above cluster center (2% of centroid distance; cluster-median difference 0.06) | Travel per customer above cluster center (2% of centroid distance; cluster-median difference 4.49) | Incentive-to-sales ratio below cluster center (1% of centroid distance; cluster-median difference -1.54) | Incentive per call below cluster center (0% of centroid distance; cluster-median difference -510.31),K-Means
REP_00005,Glycoban,TERR_UNITED_STATES_HOUSTON,2025-04-01,1644.15,28.0,58.71964285714286,2,29.74786106713423,-95.3606698163205,United States,Houston,Diabetes,Clinic,Primary Care,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_03,86,102,2,0.507460094128218,0.507460094128218,0.507460094128218,11,45,0.024795359408267527,0.025341804914117343,3.8023112491383158,2516.745466964158,43.06545973586855,65.328418053466,1,2,1,0,20,2.396020246297716,5.9710500777187345,57.31063952588052,28573.237000000005,28573.237000000005,1.1117385434256501,0.05931372549019608,780.607446773462,145.7024274813298,319.2970491630538,173.59462168172402,-15.155343589271695,40.903664253118016,True,low_coverage_high_incentive,0.9053074857515653,0.34607512444328004,0.4736842105263157,-0.07536442164934562,6,0.24933887968959964,0.3296635021621353,0.12382008865432495,822.075,2213.09,822.075,0.1,2.0,822.075,2.396020246297716,0.05931372549019608,0.19420189712803199,159.6485245815269,159.6485245815269,173.59462168172402,1.1914325978128835,0.40903664253118016,2239.29,-0.26577174014977956,-0.9525620116165515,907.4375705317073,-0.6481333156880823,-1.0874277940037538,4.0,-0.5,-1.0,0.4364586752108727,0.05754160790392771,1,-1,True,41.36593463615329,1711.1405483225064,26.899768755071705,0.9995193463109829,0.9998197548666186,True,True,Incentive variance below cluster center (94% of centroid distance; cluster-median difference -696.03) | Incentive variance percentage above cluster center (2% of centroid distance; cluster-median difference 0.06) | Travel per customer above cluster center (1% of centroid distance; cluster-median difference 1.89) | Incentive-to-sales ratio below cluster center (1% of centroid distance; cluster-median difference -1.59) | Incentive per customer below cluster center (0% of centroid distance; cluster-median difference -696.31),Low local density: 16-neighbor distance 26.90 (100% percentile) | Incentive variance percentage 46.0 robust units above population median | Incentive variance 11.9 robust units above population median | Travel per customer 4.9 robust units above population median | Calls Per Customer 2.7 robust units above population median,35.54650225213034,-2.4211394102051527,0.9995193463109829,True,Incentive variance below cluster center (94% of centroid distance; cluster-median difference -696.03) | Incentive variance percentage above cluster center (2% of centroid distance; cluster-median difference 0.06) | Travel per customer above cluster center (1% of centroid distance; cluster-median difference 1.89) | Incentive-to-sales ratio below cluster center (1% of centroid distance; cluster-median difference -1.59) | Incentive per customer below cluster center (0% of centroid distance; cluster-median difference -696.31),K-Means
REP_00003,Cardiovex,TERR_INDIA_MUMBAI,2024-07-01,656.2916929666574,20.0,32.81458464833287,2,19.08618419181872,72.89501499192022,India,Mumbai,Cardiovascular,Hospital,Private Hospital,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,115,2,0.5850236921903161,1.0,1.0,18,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,2557.329173121084,30.22490453990171,25.663168428399395,5,4,1,1,19,2.5212593578519082,27.77777777777778,56.818812512594064,33808.2655,33808.2655,1.3154250546662827,0.08956521739130437,726.1982650101382,137.01105322746767,317.29041907288996,180.2793658454223,0.0,43.69198252882914,True,high_incentive_weak_sales,0.7334775900306443,-0.761587754483988,-0.4117647058823529,-0.7976953813360378,8,0.1544143777295168,0.2236874454077491,0.04492901610176632,328.1458464833287,1825.9127116208322,164.07292324166434,0.21052631578947367,0.8,131.25833859333147,0.5042518715703816,0.08956521739130437,0.48345944718366224,158.64520953644498,79.32260476822249,180.2793658454223,1.315801620370876,0.43691982528829143,2773.91,-0.7634055564287748,-1.1331062981057476,586.0334303100815,-0.45857966002894146,-1.0199285417457766,4.0,0.0,0.0,0.5626354479794557,0.01941216691423159,1,-1,True,40.58612791101256,1647.2337788090729,25.98511347291282,0.9992790194664743,0.9997596731554914,True,True,Incentive variance below cluster center (96% of centroid distance; cluster-median difference -689.35) | Incentive variance percentage above cluster center (2% of centroid distance; cluster-median difference 0.18) | Incentive-to-sales ratio below cluster center (0% of centroid distance; cluster-median difference -1.31) | Incentive per call below cluster center (0% of centroid distance; cluster-median difference -493.51) | Incentive per customer below cluster center (0% of centroid distance; cluster-median difference -697.31),Low local density: 16-neighbor distance 25.99 (100% percentile) | Incentive variance percentage 46.0 robust units above population median | Incentive variance 12.4 robust units above population median | Target attainment 1.5 robust units below population median | Sales versus peer median 1.4 robust units below population median,35.97307786413374,-4.0948691975944165,0.9992790194664743,True,Incentive variance below cluster center (96% of centroid distance; cluster-median difference -689.35) | Incentive variance percentage above cluster center (2% of centroid distance; cluster-median difference 0.18) | Incentive-to-sales ratio below cluster center (0% of centroid distance; cluster-median difference -1.31) | Incentive per call below cluster center (0% of centroid distance; cluster-median difference -493.51) | Incentive per customer below cluster center (0% of centroid distance; cluster-median difference -697.31),K-Means
REP_00023,Oncora,TERR_INDIA_BENGALURU,2024-10-01,2188.84,10.0,218.88400000000001,1,12.911649694684783,77.63819855544371,India,Bengaluru,Oncology,Clinic,Specialist Clinic,MGR_03,MANAGER_MGR_03,Team_Catalyst,DIST_03,33,87,1,1.0,1.0,1.0,10,45,0.02555085847147648,0.025567938583558464,3.696662367945487,3282.9973594365847,14.833042784243368,66.67200001573076,1,2,1,0,19,2.1910021227180847,6.221457209659369,65.97321394893548,28394.4795,28394.4795,1.104783377559199,0.06436781609195402,739.7497078701307,140.91597867072622,272.4986084207778,131.5826297500516,0.0,36.83659561087887,True,low_coverage_high_incentive,0.4446356975851577,-0.13330772794405887,-0.16666666666666663,-0.16206280075492593,7,0.1953600135287467,0.31117943998549275,0.1748569447406871,2188.84,1788.2700000000002,1094.42,0.10526315789473684,2.0,1094.42,2.1910021227180847,0.06436781609195402,0.1244945306284506,272.4986084207778,136.2493042103889,131.5826297500516,0.9337665677894234,0.3683659561087887,3493.63,-0.37347687076192954,-0.6900860360236438,732.9801362729806,-0.6282319329874823,-1.3671925709292692,4.0,-0.5,-0.9710357602895962,0.43215018969676694,0.07708681541424275,2,-1,True,38.07543710480041,1449.7389107216115,25.865678473592524,0.9990386926219659,0.9996995914443643,True,True,Incentive variance percentage above cluster center (91% of centroid distance; cluster-median difference 0.93) | Incentive variance above cluster center (6% of centroid distance; cluster-median difference 131.56) | Travel per customer above cluster center (1% of centroid distance; cluster-median difference 1.73) | Calls Per Customer above cluster center (0% of centroid distance; cluster-median difference 1.40) | Activity efficiency above cluster center (0% of centroid distance; cluster-median difference 705.33),Low local density: 16-neighbor distance 25.87 (100% percentile) | Incentive variance percentage 36.3 robust units above population median | Incentive variance 9.0 robust units above population median | Travel per customer 4.3 robust units above population median | Calls Per Customer 2.7 robust units above population median,27.396497975718766,-2.3758660900089583,0.9990386926219659,True,Incentive variance percentage above cluster center (91% of centroid distance; cluster-median difference 0.93) | Incentive variance above cluster center (6% of centroid distance; cluster-median difference 131.56) | Travel per customer above cluster center (1% of centroid distance; cluster-median difference 1.73) | Calls Per Customer above cluster center (0% of centroid distance; cluster-median difference 1.40) | Activity efficiency above cluster center (0% of centroid distance; cluster-median difference 705.33),K-Means
REP_00013,Glycoban,TERR_INDIA_DELHI,2024-01-01,219.87425102688283,10.0,21.987425102688285,1,28.59052521898432,77.20048509083817,India,Delhi,Diabetes,Retail,Pharmacy Chain,MGR_02,MANAGER_MGR_02,Team_Bridge,DIST_02,32,116,1,1.0,1.0,1.0,16,45,0.024435441325149132,0.024594001385483257,3.9222756621757724,2821.315401202976,46.648733485498944,7.793324026556231,5,3,1,1,20,1.1136500548732098,31.25,61.29443616736401,35201.049250000004,35201.049250000004,1.3696160228625678,0.07155172413793104,730.7029260061277,44.00007038735448,85.73527874562953,41.73520835827505,0.0,11.733260630861434,True,duplicate_suspicious_activity_pattern,0.9185088962109221,0.0,0.0,0.0,7,0.21829662616226186,0.3444176520336834,0.01552441729168203,219.87425102688283,2023.3034644324118,73.29141700896095,0.15,0.6,54.96856275672071,0.22273001097464196,0.07629310344827586,0.3899286903546843,85.73527874562953,28.578426248543177,41.73520835827505,0.9485259453191616,0.11733260630861433,2743.08,-0.9198440253193917,-1.1540951633794057,735.843908581898,-0.8834871393977336,-1.1398007267308485,3.0,0.0,-0.577350269189626,0.5962048848487154,0.00624624139653686,2,-1,True,37.230612219738724,1386.1184862565583,32.0567196745192,0.9987983657774573,1.0,True,True,Incentive variance percentage above cluster center (98% of centroid distance; cluster-median difference 0.95) | Incentive variance above cluster center (1% of centroid distance; cluster-median difference 41.71) | Target attainment below cluster center (0% of centroid distance; cluster-median difference -80.53) | Sales per call below cluster center (0% of centroid distance; cluster-median difference -384.59) | Activity efficiency below cluster center (0% of centroid distance; cluster-median difference -334.12),Low local density: 16-neighbor distance 32.06 (100% percentile) | Incentive variance percentage 36.9 robust units above population median | Incentive variance 2.9 robust units above population median | Target attainment 1.6 robust units below population median | Sales versus peer median 1.5 robust units below population median,22.86039405407441,-4.5172561999936045,0.9987983657774573,True,Incentive variance percentage above cluster center (98% of centroid distance; cluster-median difference 0.95) | Incentive variance above cluster center (1% of centroid distance; cluster-median difference 41.71) | Target attainment below cluster center (0% of centroid distance; cluster-median difference -80.53) | Sales per call below cluster center (0% of centroid distance; cluster-median difference -384.59) | Activity efficiency below cluster center (0% of centroid distance; cluster-median difference -334.12),K-Means
REP_00031,Neurocalm,TERR_UNITED_KINGDOM_LONDON,2025-03-01,1844.750713782372,59.0,31.26696125054868,5,51.51595334579484,-0.12574773296512148,United Kingdom,London,Neurology,Hospital,Public Hospital,MGR_04,MANAGER_MGR_04,Team_Delta,DIST_04,101,118,5,0.21581489597958808,0.5187073010131935,0.2710712127385951,15,45,0.02516077596067403,0.024240281541651972,3.8767312931859332,4008.6922681632655,41.499567975519334,46.018765980947066,6,5,1,1,18,3.4058076971218587,40.0,63.227869124431194,42158.976500000004,42158.976500000004,1.6403377442473952,0.0805084745762712,807.9995900434776,1299.6724943443876,1767.778941266724,468.1064469223363,0.0,218.784633439183,True,high_incentive_low_target_attainment,0.8878463343918299,-0.6374631343960593,0.07272727272727275,-0.4855519429106621,7,0.2002536805378374,0.3405522251430719,0.14809992560346089,368.9501427564744,1779.4459732562225,368.9501427564744,0.2777777777777778,0.8333333333333334,307.458452297062,0.5676346161869764,0.0805084745762712,0.9582752444866496,353.55578825334476,353.55578825334476,468.1064469223363,0.36017261960942704,2.18784633439183,1844.750713782372,0.0,-0.38812059019060374,560.6138671505261,2.1532914985709253,1.107475668678201,4.0,0.25,0.8006407690254357,0.7639076596404063,0.04375700899148659,1,-1,True,33.09377038054778,1095.1976380004216,21.255059807445022,0.9985580389329488,0.9995193463109829,True,True,Incentive variance percentage below cluster center (62% of centroid distance; cluster-median difference -0.78) | Incentive variance below cluster center (36% of centroid distance; cluster-median difference -401.52) | Quantity above cluster center (0% of centroid distance; cluster-median difference 42.00) | Incentive-to-sales ratio below cluster center (0% of centroid distance; cluster-median difference -0.83) | Incentive per customer below cluster center (0% of centroid distance; cluster-median difference -502.40),Low local density: 16-neighbor distance 21.26 (100% percentile) | Incentive variance 32.2 robust units above population median | Incentive variance percentage 14.0 robust units above population median | Incentive versus peer median 2.6 robust units above population median | Quantity 2.3 robust units above population median,32.75372526734154,1.4129887174894926,0.9985580389329488,True,Incentive variance percentage below cluster center (62% of centroid distance; cluster-median difference -0.78) | Incentive variance below cluster center (36% of centroid distance; cluster-median difference -401.52) | Quantity above cluster center (0% of centroid distance; cluster-median difference 42.00) | Incentive-to-sales ratio below cluster center (0% of centroid distance; cluster-median difference -0.83) | Incentive per customer below cluster center (0% of centroid distance; cluster-median difference -502.40),K-Means
REP_00029,Glycoban,TERR_BRAZIL_BRASILIA,2025-06-01,774.3078594210731,29.0,26.70027101451976,3,-15.798721449591502,-47.90613309683524,Brazil,Brasilia,Diabetes,Hospital,Independent Pharmacy,MGR_04,MANAGER_MGR_04,Team_Delta,DIST_06,7,91,3,0.33987389768140963,0.604696900504611,0.33987389768140963,18,45,0.026175397623268263,0.026075216128733127,3.582367575319782,2056.924197594133,33.567821317425874,37.643966672507275,6,4,1,1,18,2.4693488526043126,33.33333333333333,55.98030230008423,19082.7125,19082.7125,0.742477549861097,0.1131868131868132,689.2709306743702,523.5192505746962,836.4868228366819,312.96757226198565,0.0,121.35820409810091,True,duplicate_suspicious_activity_pattern,0.3503175968191894,-0.5846945932960352,0.03571428571428581,-0.7231351738044577,8,0.20635058362091493,0.3391167730614532,0.07334351427817148,258.1026198070244,1319.659732427634,193.57696485526827,0.2222222222222222,0.6666666666666666,154.8615718842146,0.4115581421007188,0.1131868131868132,1.0803026375866804,278.82894094556065,209.12170570917047,312.96757226198565,0.5978148309129487,1.2135820409810092,1503.12,-0.4848662386096432,-0.8710536961131234,836.4868228366819,0.0,-0.036995087553271,4.0,0.0,0.0,0.2077142178901204,0.040576404398539934,2,-1,True,31.957719606292354,1021.2958424344027,21.757689864305902,0.9983177120884402,0.9995794280221101,True,True,Incentive variance percentage above cluster center (53% of centroid distance; cluster-median difference 0.60) | Incentive variance above cluster center (45% of centroid distance; cluster-median difference 312.95) | Territory customer density below cluster center (0% of centroid distance; cluster-median difference -0.22) | Workload above cluster center (0% of centroid distance; cluster-median difference 0.03) | Incentive-to-sales ratio above cluster center (0% of centroid distance; cluster-median difference 0.66),Low local density: 16-neighbor distance 21.76 (100% percentile) | Incentive variance percentage 23.2 robust units above population median | Incentive variance 21.5 robust units above population median | Incentive-to-sales ratio 1.4 robust units above population median | Territory customer density 1.3 robust units below population median,29.71399963866825,-1.9922070966855723,0.9983177120884402,True,Incentive variance percentage above cluster center (53% of centroid distance; cluster-median difference 0.60) | Incentive variance above cluster center (45% of centroid distance; cluster-median difference 312.95) | Territory customer density below cluster center (0% of centroid distance; cluster-median difference -0.22) | Workload above cluster center (0% of centroid distance; cluster-median difference 0.03) | Incentive-to-sales ratio above cluster center (0% of centroid distance; cluster-median difference 0.66),K-Means
REP_00035,Neurocalm,TERR_UNITED_STATES_CHICAGO,2024-11-01,264.2445336262424,7.0,37.7492190894632,2,41.90840689699586,-87.62535828342473,United States,Chicago,Neurology,Clinic,Independent Pharmacy,MGR_08,MANAGER_MGR_08,Team_Delta,DIST_02,100,106,2,0.5111499525742997,0.5111499525742997,0.5111499525742997,13,45,0.024171199711268587,0.02449946189392396,3.963818682956912,861.4462653251177,9.430688765943595,30.67452309709812,2,5,2,1,18,2.721148217533028,15.384615384615385,44.89042260027014,19330.02675,19330.02675,0.7521001482409518,0.06037735849056604,750.2161534313691,478.0131856536739,826.0996859644788,348.0865003108049,0.0,110.11488918040895,True,duplicate_suspicious_activity_pattern,0.5323877923583344,-0.7356259230760649,-0.30000000000000004,-0.7733719461745516,7,0.18774248756174758,0.30675435566731335,0.03478084978207956,132.1222668131212,1085.3449333751776,52.84890672524848,0.2777777777777778,2.5,44.040755604373736,1.360574108766514,0.08113207547169812,3.1262697268619597,413.0498429822394,165.21993719289577,348.0865003108049,0.7281943485194938,1.1011488918040895,876.55,-0.6985402616778935,-1.1493868321486311,782.3821814249434,0.055877428675475765,1.0178062380458877,3.0,0.6666666666666666,1.0910894511799618,0.21367508590157108,0.01367015871440749,1,-1,True,31.050384628340705,964.1263855678967,19.8972097403632,0.9980773852439317,0.9994592645998558,True,True,Incentive variance below cluster center (82% of centroid distance; cluster-median difference -521.54) | Incentive variance percentage below cluster center (14% of centroid distance; cluster-median difference -0.41) | Incentive-to-sales ratio above cluster center (1% of centroid distance; cluster-median difference 1.34) | Calls Per Customer above cluster center (0% of centroid distance; cluster-median difference 1.75) | Incentive per call below cluster center (0% of centroid distance; cluster-median difference -407.61),Low local density: 16-neighbor distance 19.90 (100% percentile) | Incentive variance percentage 28.3 robust units above population median | Incentive variance 24.0 robust units above population median | Incentive-to-sales ratio 5.2 robust units above population median | Calls Per Customer 2.7 robust units above population median,34.88647747765925,-2.4268077912628927,0.9980773852439317,True,Incentive variance below cluster center (82% of centroid distance; cluster-median difference -521.54) | Incentive variance percentage below cluster center (14% of centroid distance; cluster-median difference -0.41) | Incentive-to-sales ratio above cluster center (1% of centroid distance; cluster-median difference 1.34) | Calls Per Customer above cluster center (0% of centroid distance; cluster-median difference 1.75) | Incentive per call below cluster center (0% of centroid distance; cluster-median difference -407.61),K-Means
REP_00013,Immunara,TERR_INDIA_DELHI,2025-06-01,503.87075856500945,8.0,62.98384482062618,1,28.619584850298185,77.21606935345757,India,Delhi,Immunology,Hospital,Public Hospital,MGR_02,MANAGER_MGR_02,Team_Bridge,DIST_02,32,116,1,1.0,1.0,1.0,16,45,0.024435441325149132,0.024594001385483257,3.9222756621757724,1697.619358342193,11.495255676748327,29.681021018578836,6,7,3,1,19,2.855736347461838,37.5,65.1064737809138,35793.3385,35793.3385,1.3926610418109517,0.07629310344827586,711.5281767307513,448.563633630936,790.0497379143206,341.48610428338463,0.0,111.03562216528815,True,duplicate_suspicious_activity_pattern,0.6137171663722437,-0.6292450858216023,-0.11111111111111116,-0.7545330830896122,6,0.23821297818891374,0.36957472085164217,0.03575605556478743,503.87075856500945,2348.649996045339,71.9815369378585,0.3684210526315789,1.1666666666666667,62.98384482062618,0.4759560579103063,0.09525862068965518,1.5679610782819189,790.0497379143206,112.86424827347437,341.48610428338463,0.7612879838679669,1.1103562216528815,1771.1,-0.715504060434188,-1.0342150301327964,790.0497379143206,0.0,-0.4866904876247418,5.0,0.4,1.0,0.6104804797400372,0.014077221619464456,1,-1,True,30.78825073507384,947.916383325775,19.43038265810342,0.9978370583994232,0.9993991828887286,True,True,Incentive variance below cluster center (86% of centroid distance; cluster-median difference -528.14) | Incentive variance percentage below cluster center (11% of centroid distance; cluster-median difference -0.37) | Incentive per call below cluster center (1% of centroid distance; cluster-median difference -459.97) | Calls per working day above cluster center (0% of centroid distance; cluster-median difference 0.22) | Incentive-to-target ratio below cluster center (0% of centroid distance; cluster-median difference -1.05),Low local density: 16-neighbor distance 19.43 (100% percentile) | Incentive variance percentage 29.6 robust units above population median | Incentive variance 23.5 robust units above population median | Incentive-to-sales ratio 2.4 robust units above population median | Calls per working day 2.0 robust units above population median,35.16619199524496,-2.1681010264061946,0.9978370583994232,True,Incentive variance below cluster center (86% of centroid distance; cluster-median difference -528.14) | Incentive variance percentage below cluster center (11% of centroid distance; cluster-median difference -0.37) | Incentive per call below cluster center (1% of centroid distance; cluster-median difference -459.97) | Calls per working day above cluster center (0% of centroid distance; cluster-median difference 0.22) | Incentive-to-target ratio below cluster center (0% of centroid distance; cluster-median difference -1.05),K-Means
