rep_id,product_name,territory_id,date,total_sales,total_quantity,average_price,unique_customers,latitude,longitude,country,city,product_class,channel,subchannel,sales_manager,manager_id,sales_team,distributor,rep_tenure_months,rep_capacity,transaction_count,customer_concentration,channel_mix,subchannel_mix,assigned_customer_portfolio,territory_customer_count,territory_lat_spread,territory_lon_spread,territory_customer_density,sales_target,quantity_target,target_attainment_pct,unique_customers_contacted,total_calls,priority_customer_calls,digital_engagements,working_days,travel_distance_km,customer_coverage_pct,call_plan_adherence_pct,territory_sales_potential,territory_market_potential,opportunity_index_raw,workload_index_raw,target_incentive,calculated_incentive,actual_incentive_paid,payout_adjustment,manual_override_amount,incentive_attainment_pct,injected_anomaly_flag,anomaly_type,anomaly_severity,sales_growth,quantity_growth,rolling_sales_growth,unique_products,product_concentration,dominant_product_share,product_sales_share,sales_per_customer,sales_per_product,sales_per_call,calls_per_working_day,calls_per_customer,activity_efficiency,travel_per_customer,workload_index,incentive_to_sales_ratio,incentive_per_customer,incentive_per_call,incentive_variance,incentive_variance_pct,incentive_to_target_ratio,sales_peer_median,sales_vs_peer_median,sales_zscore_within_peer,incentive_peer_median,incentive_vs_peer_median,incentive_zscore_within_peer,activity_peer_median,activity_vs_peer_median,activity_zscore_within_peer,opportunity_index,market_potential_adjusted_sales
REP_00001,Cardiovex,TERR_INDIA_MUMBAI,2024-01-01,3576.8999999999996,46.0,77.7586956521739,2,19.088902295179334,72.85326190432816,India,Mumbai,Cardiovascular,Clinic,Primary Care,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,96,3,0.5821297879831163,0.6019096720239925,0.34714965186516067,12,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,3204.231654647136,40.33693493324413,111.63050570368026,6,7,3,1,23,4.031466119792653,50.0,64.0354135195014,32506.4055,32506.4055,1.2647717828600775,0.09635416666666667,737.2370089548988,865.8535975191105,883.2086034269356,17.355005907825102,0.0,119.7998191489281,False,none,0.0,0.0,0.0,0.0,6,0.20221161269626942,0.2776279340163104,0.2776279340163104,1788.4499999999998,2147.298333333333,510.9857142857142,0.30434782608695654,1.1666666666666667,447.11249999999995,0.6719110199654422,0.09635416666666667,0.2469201273244809,441.6043017134678,126.17265763241937,17.355005907825102,0.02004381105252849,1.197998191489281,3576.8999999999996,0.0,-0.3884580132869041,863.2538630321699,0.02311572672802752,0.6400375475914633,6.0,0.16666666666666666,1.1547005383792521,0.5312574920816974,0.1100367741367159
REP_00001,Cardiovex,TERR_INDIA_MUMBAI,2024-02-01,3576.5,43.0,83.17441860465117,3,19.072097237395795,72.87852161810144,India,Mumbai,Cardiovascular,Retail,Independent Pharmacy,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,96,4,0.3549920645645577,0.5936253463585135,0.5936253463585135,12,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,3332.5418173031917,40.42261961128292,107.32048376497876,4,3,1,1,18,3.4541514274868894,33.33333333333333,69.8598853162722,42430.0665,42430.0665,1.650885418693145,0.0734375,739.4264935704616,820.6208881941277,819.9772787655982,-0.643609428529544,0.0,110.89368394229177,False,none,0.0,-0.0001118286784644873,-0.06521739130434778,-0.00011182867846449055,7,0.2388714266746477,0.34886216213579924,0.34886216213579924,1192.1666666666667,1464.5571428571427,1192.1666666666667,0.16666666666666666,0.75,894.125,0.8635378568717224,0.0734375,0.22926807738448152,273.3257595885327,273.3257595885327,-0.643609428529544,-0.0007842956934058574,1.1089368394229178,3364.74,0.062935026183301,0.7084174065517992,819.9772787655982,0.0,0.5553142807999367,3.0,0.0,0.0,0.770441580387893,0.08429164257850032
REP_00001,Cardiovex,TERR_INDIA_MUMBAI,2024-03-01,993.32,13.0,76.40923076923077,1,19.0762413127598,72.83822336581547,India,Mumbai,Cardiovascular,Clinic,Primary Care,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,96,1,1.0,1.0,1.0,12,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,1096.598140282772,14.131419333540878,90.58195190298788,3,1,0,0,21,1.0395710822078092,25.0,75.85208419209425,37962.058000000005,37962.058000000005,1.4770424179227593,0.06197916666666667,701.2723506657852,569.1800161122829,556.3965835979561,-12.783432514326819,0.0,79.34101252811627,False,none,0.0,-0.7222647840067105,-0.6976744186046512,-0.7222803142561578,8,0.1670488855378184,0.2935008081896551,0.04778517549261084,993.32,2598.4,993.32,0.047619047619047616,0.3333333333333333,993.32,0.34652369406926975,0.06197916666666667,0.5601383074920027,556.3965835979561,556.3965835979561,-12.783432514326819,-0.022459383942610194,0.7934101252811627,1205.83,-0.17623545607589783,-0.6804359814561711,755.2112502563804,-0.2632570245622404,-0.7587977019440771,3.0,-0.6666666666666666,-0.9271726499455307,0.6627518336687306,0.026166126188416863
REP_00001,Cardiovex,TERR_INDIA_MUMBAI,2024-05-01,1108.1,14.0,79.14999999999999,1,19.06740322328881,72.8976402799559,India,Mumbai,Cardiovascular,Clinic,Primary Care,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,96,1,1.0,1.0,1.0,12,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,5756.207144400129,71.56791177918848,19.25052334292737,3,2,1,1,19,1.0,25.0,63.14226446499512,39528.252,39528.252,1.5379804991167796,0.06770833333333334,780.7839187120439,42.944283008424314,43.23953913958668,0.29525613116236826,0.0,5.537964871370972,False,none,0.0,0.11555188660250448,0.07692307692307687,-0.5919462065714791,7,0.2130714144403583,0.3539366085157054,0.06540798689686947,1108.1,2420.193733367698,554.05,0.10526315789473684,0.6666666666666666,369.3666666666666,0.3333333333333333,0.06770833333333334,0.03902133303816144,43.23953913958668,21.61976956979334,0.29525613116236826,0.006875330322884849,0.05537964871370973,5332.21,-0.7921874794878673,-1.0998634883497997,711.6495583438411,-0.9392404047292403,-1.064361713441222,6.0,-0.6666666666666666,-0.9271726499455307,0.7005008744713771,0.028033114138211825
REP_00001,Cardiovex,TERR_INDIA_MUMBAI,2024-06-01,1690.25,21.0,80.48809523809524,1,19.072921215450904,72.88174271598336,India,Mumbai,Cardiovascular,Clinic,Pharmacy Chain,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,96,2,1.0,0.5004272654962892,0.5004272654962892,12,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,2813.131860082259,34.27722505278737,60.084279161751596,3,2,1,0,20,1.4941104440111566,25.0,64.75446428026271,31829.5865,31829.5865,1.2384378477437026,0.06770833333333334,730.5632820604437,125.4153376704148,127.83127711522445,2.415939444809652,0.0,17.49763234126626,False,none,0.0,0.5253587221369913,0.5,-0.10693528616112948,6,0.18190340570154723,0.24635714197584177,0.12267451861002023,1690.25,2296.3883333333333,845.125,0.1,0.6666666666666666,845.125,0.4980368146703855,0.06770833333333334,0.07562862127805026,127.83127711522445,63.915638557612226,2.415939444809652,0.01926350867195063,0.17497632341266262,2594.86,-0.34861611031038287,-1.1436997904146515,612.4580506657006,-0.791281579242398,-1.1151791369926032,4.0,-0.5,-0.8728715609439697,0.5149445269911617,0.053103108958075844
REP_00001,Cardiovex,TERR_INDIA_MUMBAI,2024-07-01,2773.91,36.0,77.05305555555555,3,19.068341202722436,72.89280881831188,India,Mumbai,Cardiovascular,Clinic,Primary Care,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,96,3,0.34429624818700233,0.6260720784744737,0.6260720784744737,12,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,3058.870474586012,40.16198268527303,90.68412745967682,5,5,2,2,21,2.6684572866131107,41.66666666666667,62.333510060098945,33808.2655,33808.2655,1.3154250546662827,0.08489583333333334,734.7565657783358,597.8585954792045,586.0334303100815,-11.82516516912301,0.0,79.75885587212001,False,none,0.0,0.6411240940689247,0.7142857142857142,1.1947400485801767,8,0.1684318168231256,0.23006119959161567,0.23006119959161567,924.6366666666667,1507.15875,554.7819999999999,0.23809523809523808,1.0,396.2728571428571,0.5336914573226221,0.08489583333333334,0.21126620197125412,195.34447677002717,117.2066860620163,-11.82516516912301,-0.0197792007316458,0.7975885587212,2773.91,0.0,0.3740626612494075,586.0334303100815,0.0,0.041125996732165694,4.0,0.25,1.0,0.5626354479794557,0.08204827899260314
REP_00001,Cardiovex,TERR_INDIA_MUMBAI,2024-08-01,1757.85,24.0,73.24374999999999,2,19.069469955345397,72.8748092028874,India,Mumbai,Cardiovascular,Clinic,Independent Pharmacy,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,96,2,0.5642245786360418,0.5642245786360418,0.5642245786360418,12,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,3438.704281304658,47.976341559883615,51.119545508957366,3,3,1,1,22,3.5059895605168805,25.0,60.47591975606837,27750.394,27750.394,1.0797230501062198,0.0734375,741.2380498561827,108.26214920741127,110.86251004243721,2.6003608350259384,0.0,14.956397619354147,False,none,0.0,-0.3662916244578952,-0.33333333333333337,-0.05360661562812943,5,0.3002372129672928,0.46839429175216535,0.21547507851169767,878.925,1631.604,585.9499999999999,0.13636363636363635,1.0,439.4625,1.16866318683896,0.0734375,0.0630671047259079,55.431255021218604,36.95417001414574,2.6003608350259384,0.024019113365688904,0.14956397619354148,1307.53,0.34440509969178523,-0.07218229336142934,681.813836116322,-0.8374006155787028,-1.40655375814592,2.5,0.2,-0.0858756733215907,0.4166261806532557,0.06334504656042
REP_00001,Cardiovex,TERR_INDIA_MUMBAI,2024-09-01,1601.28,20.0,80.064,2,19.03293731930197,72.86962171793967,India,Mumbai,Cardiovascular,Hospital,Private Hospital,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,96,2,0.5063884072722836,1.0,1.0,12,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,1423.9743751536214,18.54978668864224,112.45146176364658,4,2,0,1,23,1.8089026275581834,33.33333333333333,71.73640114903921,38401.8085,38401.8085,1.4941524002583515,0.06770833333333334,706.8586987376215,838.8800596321084,826.1683470565387,-12.711712575569777,0.0,116.87885408101961,False,none,0.0,-0.08906903319395854,-0.16666666666666663,-0.227927952542667,7,0.24501847468591498,0.43222767292288045,0.09574948994357688,800.64,2389.0914285714284,800.64,0.08695652173913043,0.5,533.76,0.45222565688954586,0.06770833333333334,0.5159424629399847,413.08417352826933,413.08417352826933,-12.711712575569777,-0.015153194344784533,1.1687885408101961,1601.28,0.0,-0.45269410733625687,826.1683470565387,0.0,0.07645810877712843,2.0,0.0,-0.5773502691896257,0.6733508779553795,0.04169803617452027
REP_00001,Cardiovex,TERR_INDIA_MUMBAI,2024-11-01,1625.55,19.0,85.55526315789473,2,19.057237878515835,72.8739468444503,India,Mumbai,Cardiovascular,Clinic,Pharmacy Chain,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,96,2,0.5138689028509579,0.5138689028509579,0.5138689028509579,12,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,2531.9170357112316,30.63605826984369,64.2023406404141,4,2,1,0,21,1.804952462151094,33.33333333333333,55.670649250436625,36079.7165,36079.7165,1.4038035476666642,0.06770833333333334,725.7646322973765,133.1308232786316,134.47945945724837,1.348636178616772,0.0,18.52934869966858,False,none,0.0,0.015156624700239707,-0.050000000000000044,-0.20485599311271407,8,0.1808930612451844,0.28102169807949373,0.11778890512811732,812.775,1725.0669728102916,812.775,0.09523809523809523,0.5,812.775,0.4512381155377735,0.06770833333333334,0.0827285899893872,67.23972972862418,67.23972972862418,1.348636178616772,0.010130157279912483,0.1852934869966858,2294.88,-0.29166230914034724,-0.7938804390692695,785.9347199418245,-0.828892329038215,-0.9755254104269656,4.0,-0.5,-1.0910894511799618,0.617382878042534,0.04505440057989369
REP_00001,Cardiovex,TERR_INDIA_MUMBAI,2024-12-01,1725.3500000000001,23.0,75.01521739130435,2,19.054192451688493,72.8802439191486,India,Mumbai,Cardiovascular,Clinic,Primary Care,MGR_01,MANAGER_MGR_01,Team_Apex,DIST_01,32,96,2,0.5357593481223683,1.0,1.0,12,45,0.02543416700979832,0.024854030771948147,3.7814996201578115,2360.6850672420105,30.816331404503764,73.0868350014908,3,2,1,1,22,2.4218768569513838,25.0,53.699201604061464,30821.872499999998,30821.872499999998,1.1992293221380934,0.06770833333333334,722.8427299874177,456.0186003874339,439.4342238684001,-16.584376519033754,0.0,60.79250791884553,False,none,0.0,0.06139460490295612,0.21052631578947367,0.03839163196032641,7,0.15603202538680255,0.21657573957834264,0.19046667564530267,862.6750000000001,1294.077142857143,862.6750000000001,0.09090909090909091,0.6666666666666666,575.1166666666667,0.8072922856504613,0.06770833333333334,0.25469280080470635,219.71711193420006,219.71711193420006,-16.584376519033754,-0.0363677632994436,0.6079250791884553,2067.68,-0.16556236941886546,-1.0800507156946173,679.1024648791376,-0.35291911516385405,-0.8848132688461985,3.0,-0.3333333333333333,-1.154700538379251,0.4906561968715223,0.05597810451003586
